
    DATASETS: This site contains data sets that are not shown completely
    in text examples and exercises. (The numbering refers to the 3rd
    edition, 2013) Thanks to Charles Geyer for pointing out some errors
    in the original posting.

*1. Horseshoe crab data set of Table 4.3*

(Here y is whether a female crab has a satellite (1=yes, 0=no) and
weight is in grams, rather than kg as in the text. Also, color has
values 1-5 with 1=light; there were no crabs of color 1, so in the text,
color was re-coded as color - 1 to give values 1, 2, 3, 4.)


color spine width satell weight y 
 68  0  0  0  0
 68  0  0  1  0
 68  0  0  2  1
 69  0  0  0  0
 69  0  0  1  0
 69  0  0  2  1
 70  0  0  0  0
 70  0  0  1  0
 70  0  0  2  1
 71  0  0  0  0
 71  0  0  1  0
 71  0  0  2  1
 72  0  0  0  0
 72  0  0  1  0
 72  0  0  2  1
 73  0  0  0  0
 73  0  0  1  0
 73  0  0  2  1
 74  0  0  0  0
 74  0  0  1  0
 74  0  0  2  1
 75  0  0  0  0
 75  0  0  1  0
 75  0  0  2  0
336  0  0  0  0
336  0  0  1  0
336  0  0  2  0
337  0  0  0  0
337  0  0  1  0
337  0  0  2  0
338  0  0  0  0
338  0  0  1  0
338  0  0  2  0
339  0  0  0  0
339  0  0  1  0
339  0  0  2  0
340  0  0  0  0
340  0  0  1  0
340  0  0  2  0

 76  0  1  0  1
 76  0  1  1  1
 76  0  1  2  1
 77  0  1  0  1
 77  0  1  1  1
 77  0  1  2  1
 78  0  1  0  1
 78  0  1  1  1
 78  0  1  2  1
 79  0  1  0  1
 79  0  1  1  1
 79  0  1  2  1
 80  0  1  0  1
 80  0  1  1  1
 80  0  1  2  1
 81  0  1  0  1
 81  0  1  1  1
 81  0  1  2  1
 82  0  1  0  1
 82  0  1  1  1
 82  0  1  2  1
 83  0  1  0  1
 83  0  1  1  1
 83  0  1  2  1
 84  0  1  0  1
 84  0  1  1  1
 84  0  1  2  1
 85  0  1  0  1
 85  0  1  1  1
 85  0  1  2  1
 86  0  1  0  1
 86  0  1  1  1
 86  0  1  2  1
 87  0  1  0  1
 87  0  1  1  1
 87  0  1  2  1
 88  0  1  0  1
 88  0  1  1  1
 88  0  1  2  1
 89  0  1  0  1
 89  0  1  1  1
 89  0  1  2  1
 90  0  1  0  1
 90  0  1  1  1
 90  0  1  2  1
 91  0  1  0  1
 91  0  1  1  1
 91  0  1  2  1
 92  0  1  0  1
 92  0  1  1  1
 92  0  1  2  1
 93  0  1  0  1
 93  0  1  1  1
 93  0  1  2  1
 94  0  1  0  1
 94  0  1  1  1
 94  0  1  2  1
 95  0  1  0  1
 95  0  1  1  1
 95  0  1  2  1
 96  0  1  0  1
 96  0  1  1  1
 96  0  1  2  1
 97  0  1  0  1
 97  0  1  1  1
 97  0  1  2  1
 98  0  1  0  1
 98  0  1  1  1
 98  0  1  2  1
 99  0  1  0  1
 99  0  1  1  1
 99  0  1  2  1
100  0  1  0  1
100  0  1  1  1
100  0  1  2  1
101  0  1  0  1
101  0  1  1  1
101  0  1  2  1
102  0  1  0  1
102  0  1  1  1
102  0  1  2  1
103  0  1  0  1
103  0  1  1  1
103  0  1  2  1
104  0  1  0  1
104  0  1  1  1
104  0  1  2  1
105  0  1  0  1
105  0  1  1  1
105  0  1  2  1
106  0  1  0  1
106  0  1  1  1
106  0  1  2  1
107  0  1  0  1
107  0  1  1  0
107  0  1  2  1
108  0  1  0  1
108  0  1  1  0
108  0  1  2  1
109  0  1  0  1
109  0  1  1  0
109  0  1  2  1
110  0  1  0  1
110  0  1  1  0
110  0  1  2  1
111  0  1  0  1
111  0  1  1  0
111  0  1  2  1
112  0  1  0  1
112  0  1  1  0
112  0  1  2  1
113  0  1  0  0
113  0  1  1  1
113  0  1  2  1
114  0  1  0  0
114  0  1  1  1
114  0  1  2  1
115  0  1  0  0
115  0  1  1  1
115  0  1  2  1
116  0  1  0  0
116  0  1  1  1
116  0  1  2  1
117  0  1  0  0
117  0  1  1  1
117  0  1  2  1
118  0  1  0  0
118  0  1  1  1
118  0  1  2  1
119  0  1  0  0
119  0  1  1  1
119  0  1  2  1
120  0  1  0  0
120  0  1  1  1
120  0  1  2  1
121  0  1  0  0
121  0  1  1  1
121  0  1  2  1
122  0  1  0  0
122  0  1  1  1
122  0  1  2  1
123  0  1  0  0
123  0  1  1  1
123  0  1  2  1
124  0  1  0  0
124  0  1  1  1
124  0  1  2  1
125  0  1  0  0
125  0  1  1  1
125  0  1  2  1
126  0  1  0  0
126  0  1  1  1
126  0  1  2  1
127  0  1  0  0
127  0  1  1  1
127  0  1  2  1
128  0  1  0  0
128  0  1  1  1
128  0  1  2  1
129  0  1  0  0
129  0  1  1  1
129  0  1  2  1
130  0  1  0  0
130  0  1  1  1
130  0  1  2  1
131  0  1  0  0
131  0  1  1  1
131  0  1  2  1
132  0  1  0  0
132  0  1  1  1
132  0  1  2  1
133  0  1  0  0
133  0  1  1  1
133  0  1  2  1
134  0  1  0  0
134  0  1  1  1
134  0  1  2  1
135  0  1  0  0
135  0  1  1  1
135  0  1  2  0
136  0  1  0  0
136  0  1  1  1
136  0  1  2  0
137  0  1  0  0
137  0  1  1  0
137  0  1  2  1
138  0  1  0  0
138  0  1  1  0
138  0  1  2  1
139  0  1  0  0
139  0  1  1  0
139  0  1  2  1
140  0  1  0  0
140  0  1  1  0
140  0  1  2  1
141  0  1  0  0
141  0  1  1  0
141  0  1  2  1
142  0  1  0  0
142  0  1  1  0
142  0  1  2  1
143  0  1  0  0
143  0  1  1  0
143  0  1  2  1
144  0  1  0  0
144  0  1  1  0
144  0  1  2  1
145  0  1  0  0
145  0  1  1  0
145  0  1  2  1

146  1  0  0  1
146  1  0  1  1
146  1  0  2  1
147  1  0  0  1
147  1  0  1  1
147  1  0  2  1
148  1  0  0  1
148  1  0  1  1
148  1  0  2  0
149  1  0  0  1
149  1  0  1  1
149  1  0  2  0
150  1  0  0  1
150  1  0  1  0
150  1  0  2  1
151  1  0  0  1
151  1  0  1  0
151  1  0  2  1
152  1  0  0  1
152  1  0  1  0
152  1  0  2  1
153  1  0  0  1
153  1  0  1  0
153  1  0  2  1
154  1  0  0  1
154  1  0  1  0
154  1  0  2  1
155  1  0  0  1
155  1  0  1  0
155  1  0  2  1
156  1  0  0  1
156  1  0  1  0
156  1  0  2  1
157  1  0  0  1
157  1  0  1  0
157  1  0  2  1
158  1  0  0  1
158  1  0  1  0
158  1  0  2  0
159  1  0  0  1
159  1  0  1  0
159  1  0  2  0
160  1  0  0  1
160  1  0  1  0
160  1  0  2  0
161  1  0  0  1
161  1  0  1  0
161  1  0  2  0
162  1  0  0  1
162  1  0  1  0
162  1  0  2  0
163  1  0  0  1
163  1  0  1  0
163  1  0  2  0
164  1  0  0  1
164  1  0  1  0
164  1  0  2  0
165  1  0  0  1
165  1  0  1  0
165  1  0  2  0
166  1  0  0  1
166  1  0  1  0
166  1  0  2  0
167  1  0  0  0
167  1  0  1  1
167  1  0  2  1
168  1  0  0  0
168  1  0  1  1
168  1  0  2  1
169  1  0  0  0
169  1  0  1  1
169  1  0  2  1
170  1  0  0  0
170  1  0  1  1
170  1  0  2  1
171  1  0  0  0
171  1  0  1  1
171  1  0  2  1
172  1  0  0  0
172  1  0  1  1
172  1  0  2  1
173  1  0  0  0
173  1  0  1  1
173  1  0  2  1
174  1  0  0  0
174  1  0  1  1
174  1  0  2  1
175  1  0  0  0
175  1  0  1  1
175  1  0  2  1
176  1  0  0  0
176  1  0  1  1
176  1  0  2  0
177  1  0  0  0
177  1  0  1  1
177  1  0  2  0
178  1  0  0  0
178  1  0  1  1
178  1  0  2  0
179  1  0  0  0
179  1  0  1  1
179  1  0  2  0
180  1  0  0  0
180  1  0  1  1
180  1  0  2  0
181  1  0  0  0
181  1  0  1  1
181  1  0  2  0
182  1  0  0  0
182  1  0  1  1
182  1  0  2  0
183  1  0  0  0
183  1  0  1  1
183  1  0  2  0
184  1  0  0  0
184  1  0  1  1
184  1  0  2  0
185  1  0  0  0
185  1  0  1  1
185  1  0  2  0
186  1  0  0  0
186  1  0  1  1
186  1  0  2  0
187  1  0  0  0
187  1  0  1  1
187  1  0  2  0
188  1  0  0  0
188  1  0  1  1
188  1  0  2  0
189  1  0  0  0
189  1  0  1  1
189  1  0  2  0
190  1  0  0  0
190  1  0  1  1
190  1  0  2  0
191  1  0  0  0
191  1  0  1  0
191  1  0  2  1
192  1  0  0  0
192  1  0  1  0
192  1  0  2  1
193  1  0  0  0
193  1  0  1  0
193  1  0  2  1
194  1  0  0  0
194  1  0  1  0
194  1  0  2  1
195  1  0  0  0
195  1  0  1  0
195  1  0  2  1
196  1  0  0  0
196  1  0  1  0
196  1  0  2  1
197  1  0  0  0
197  1  0  1  0
197  1  0  2  1
198  1  0  0  0
198  1  0  1  0
198  1  0  2  1
199  1  0  0  0
199  1  0  1  0
199  1  0  2  1
200  1  0  0  0
200  1  0  1  0
200  1  0  2  1
201  1  0  0  0
201  1  0  1  0
201  1  0  2  1
202  1  0  0  0
202  1  0  1  0
202  1  0  2  1
203  1  0  0  0
203  1  0  1  0
203  1  0  2  1
204  1  0  0  0
204  1  0  1  0
204  1  0  2  1
205  1  0  0  0
205  1  0  1  0
205  1  0  2  1
206  1  0  0  0
206  1  0  1  0
206  1  0  2  1
207  1  0  0  0
207  1  0  1  0
207  1  0  2  1
208  1  0  0  0
208  1  0  1  0
208  1  0  2  1
209  1  0  0  0
209  1  0  1  0
209  1  0  2  1
210  1  0  0  0
210  1  0  1  0
210  1  0  2  1
211  1  0  0  0
211  1  0  1  0
211  1  0  2  1
212  1  0  0  0
212  1  0  1  0
212  1  0  2  1
213  1  0  0  0
213  1  0  1  0
213  1  0  2  1
214  1  0  0  0
214  1  0  1  0
214  1  0  2  1
215  1  0  0  0
215  1  0  1  0
215  1  0  2  1
216  1  0  0  0
216  1  0  1  0
216  1  0  2  1
217  1  0  0  0
217  1  0  1  0
217  1  0  2  1
218  1  0  0  0
218  1  0  1  0
218  1  0  2  0
219  1  0  0  0
219  1  0  1  0
219  1  0  2  0
220  1  0  0  0
220  1  0  1  0
220  1  0  2  0
221  1  0  0  0
221  1  0  1  0
221  1  0  2  0
222  1  0  0  0
222  1  0  1  0
222  1  0  2  0
223  1  0  0  0
223  1  0  1  0
223  1  0  2  0
224  1  0  0  0
224  1  0  1  0
224  1  0  2  0
225  1  0  0  0
225  1  0  1  0
225  1  0  2  0
226  1  0  0  0
226  1  0  1  0
226  1  0  2  0
227  1  0  0  0
227  1  0  1  0
227  1  0  2  0
228  1  0  0  0
228  1  0  1  0
228  1  0  2  0
229  1  0  0  0
229  1  0  1  0
229  1  0  2  0
230  1  0  0  0
230  1  0  1  0
230  1  0  2  0
231  1  0  0  0
231  1  0  1  0
231  1  0  2  0
232  1  0  0  0
232  1  0  1  0
232  1  0  2  0
233  1  0  0  0
233  1  0  1  0
233  1  0  2  0
234  1  0  0  0
234  1  0  1  0
234  1  0  2  0
235  1  0  0  0
235  1  0  1  0
235  1  0  2  0
236  1  0  0  0
236  1  0  1  0
236  1  0  2  0
237  1  0  0  0
237  1  0  1  0
237  1  0  2  0
238  1  0  0  0
238  1  0  1  0
238  1  0  2  0
239  1  0  0  0
239  1  0  1  0
239  1  0  2  0
240  1  0  0  0
240  1  0  1  0
240  1  0  2  0
241  1  0  0  0
241  1  0  1  0
241  1  0  2  0
242  1  0  0  0
242  1  0  1  0
242  1  0  2  0
243  1  0  0  0
243  1  0  1  0
243  1  0  2  0
244  1  0  0  0
244  1  0  1  0
244  1  0  2  0
245  1  0  0  0
245  1  0  1  0
245  1  0  2  0

246  1  1  0  1
246  1  1  1  1
246  1  1  2  1
247  1  1  0  1
247  1  1  1  1
247  1  1  2  1
248  1  1  0  1
248  1  1  1  1
248  1  1  2  1
249  1  1  0  1
249  1  1  1  1
249  1  1  2  1
250  1  1  0  1
250  1  1  1  1
250  1  1  2  1
251  1  1  0  1
251  1  1  1  1
251  1  1  2  1
252  1  1  0  1
252  1  1  1  1
252  1  1  2  1
253  1  1  0  1
253  1  1  1  1
253  1  1  2  0 
254  1  1  0  1
254  1  1  1  1
254  1  1  2  0 
255  1  1  0  1
255  1  1  1  0
255  1  1  2  1
256  1  1  0  1
256  1  1  1  0
256  1  1  2  1
257  1  1  0  1
257  1  1  1  0
257  1  1  2  1
258  1  1  0  1
258  1  1  1  0
258  1  1  2  1
259  1  1  0  1
259  1  1  1  0
259  1  1  2  1
260  1  1  0  1
260  1  1  1  0
260  1  1  2  0
261  1  1  0  1
261  1  1  1  0
261  1  1  2  0
262  1  1  0  0
262  1  1  1  1
262  1  1  2  1
263  1  1  0  0
263  1  1  1  1
263  1  1  2  1
264  1  1  0  0
264  1  1  1  1
264  1  1  2  1
265  1  1  0  0
265  1  1  1  1
265  1  1  2  1
266  1  1  0  0
266  1  1  1  1
266  1  1  2  1
267  1  1  0  0
267  1  1  1  1
267  1  1  2  1
268  1  1  0  0
268  1  1  1  1
268  1  1  2  1
269  1  1  0  0
269  1  1  1  1
269  1  1  2  1
270  1  1  0  0
270  1  1  1  1
270  1  1  2  1
271  1  1  0  0
271  1  1  1  1
271  1  1  2  1
272  1  1  0  0
272  1  1  1  1
272  1  1  2  1
273  1  1  0  0
273  1  1  1  1
273  1  1  2  1
274  1  1  0  0
274  1  1  1  1
274  1  1  2  1
275  1  1  0  0
275  1  1  1  1
275  1  1  2  1
276  1  1  0  0
276  1  1  1  1
276  1  1  2  1
277  1  1  0  0
277  1  1  1  1
277  1  1  2  1
278  1  1  0  0
278  1  1  1  1
278  1  1  2  1
279  1  1  0  0
279  1  1  1  1
279  1  1  2  1
280  1  1  0  0
280  1  1  1  1
280  1  1  2  1
281  1  1  0  0
281  1  1  1  1
281  1  1  2  1
282  1  1  0  0
282  1  1  1  1
282  1  1  2  1
283  1  1  0  0
283  1  1  1  1
283  1  1  2  1
284  1  1  0  0
284  1  1  1  1
284  1  1  2  1
285  1  1  0  0
285  1  1  1  1
285  1  1  2  1
286  1  1  0  0
286  1  1  1  1
286  1  1  2  1
287  1  1  0  0
287  1  1  1  1
287  1  1  2  1
288  1  1  0  0
288  1  1  1  1
288  1  1  2  1
289  1  1  0  0
289  1  1  1  1
289  1  1  2  1
290  1  1  0  0
290  1  1  1  1
290  1  1  2  1
291  1  1  0  0
291  1  1  1  1
291  1  1  2  1
292  1  1  0  0
292  1  1  1  1
292  1  1  2  1
293  1  1  0  0
293  1  1  1  1 
293  1  1  2  0
294  1  1  0  0
294  1  1  1  1 
294  1  1  2  0
295  1  1  0  0
295  1  1  1  1 
295  1  1  2  0
296  1  1  0  0
296  1  1  1  1 
296  1  1  2  0
297  1  1  0  0
297  1  1  1  1 
297  1  1  2  0
298  1  1  0  0
298  1  1  1  0
298  1  1  2  1
299  1  1  0  0
299  1  1  1  0
299  1  1  2  1
300  1  1  0  0
300  1  1  1  0
300  1  1  2  1
301  1  1  0  0
301  1  1  1  0
301  1  1  2  1
302  1  1  0  0
302  1  1  1  0
302  1  1  2  1
303  1  1  0  0
303  1  1  1  0
303  1  1  2  1
304  1  1  0  0
304  1  1  1  0
304  1  1  2  1
305  1  1  0  0
305  1  1  1  0
305  1  1  2  1
306  1  1  0  0
306  1  1  1  0
306  1  1  2  1
307  1  1  0  0
307  1  1  1  0
307  1  1  2  1
308  1  1  0  0
308  1  1  1  0
308  1  1  2  1
309  1  1  0  0
309  1  1  1  0
309  1  1  2  1
310  1  1  0  0
310  1  1  1  0
310  1  1  2  1
311  1  1  0  0
311  1  1  1  0
311  1  1  2  1
312  1  1  0  0
312  1  1  1  0
312  1  1  2  1
313  1  1  0  0
313  1  1  1  0
313  1  1  2  1
314  1  1  0  0
314  1  1  1  0
314  1  1  2  1
315  1  1  0  0
315  1  1  1  0
315  1  1  2  1
316  1  1  0  0
316  1  1  1  0
316  1  1  2  1
317  1  1  0  0
317  1  1  1  0
317  1  1  2  1
318  1  1  0  0
318  1  1  1  0
318  1  1  2  1
319  1  1  0  0
319  1  1  1  0
319  1  1  2  1
320  1  1  0  0
320  1  1  1  0
320  1  1  2  1
321  1  1  0  0
321  1  1  1  0
321  1  1  2  1
322  1  1  0  0
322  1  1  1  0
322  1  1  2  1
323  1  1  0  0
323  1  1  1  0
323  1  1  2  1
324  1  1  0  0
324  1  1  1  0
324  1  1  2  1
325  1  1  0  0
325  1  1  1  0
325  1  1  2  1
326  1  1  0  0
326  1  1  1  0
326  1  1  2  1
327  1  1  0  0
327  1  1  1  0
327  1  1  2  1
328  1  1  0  0
328  1  1  1  0
328  1  1  2  1
329  1  1  0  0
329  1  1  1  0
329  1  1  2  1
330  1  1  0  0
330  1  1  1  0
330  1  1  2  0
331  1  1  0  0
331  1  1  1  0
331  1  1  2  0
332  1  1  0  0
332  1  1  1  0
332  1  1  2  0
333  1  1  0  0
333  1  1  1  0
333  1  1  2  0
334  1  1  0  0
334  1  1  1  0
334  1  1  2  0
335  1  1  0  0
335  1  1  1  0
335  1  1  2  0

*23. Insomnia data set of Table 12.3*


 input case treat occasion outcome count;
datalines;                   
        1       1     0        1   7
        1       1     1        1   7
        2       1     0        1   7
        2       1     1        1   7
        3       1     0        1   7
        3       1     1        1   7
        4       1     0        1   7
        4       1     1        1   7
        5       1     0        1   7
        5       1     1        1   7
        6       1     0        1   7
        6       1     1        1   7
        7       1     0        1   7
        7       1     1        1   7
        8       1     0        1   4
        8       1     1        2   4
        9       1     0        1   4
        9       1     1        2   4
       10       1     0        1   4
       10       1     1        2   4
       11       1     0        1   4
       11       1     1        2   4
       12       1     0        1   1
       12       1     1        3   1
       13       1     0        2  11
       13       1     1        1  11
       14       1     0        2  11
       14       1     1        1  11
       15       1     0        2  11
       15       1     1        1  11
       16       1     0        2  11
       16       1     1        1  11
       17       1     0        2  11
       17       1     1        1  11
       18       1     0        2  11
       18       1     1        1  11
       19       1     0        2  11
       19       1     1        1  11
       20       1     0        2  11
       20       1     1        1  11
       21       1     0        2  11
       21       1     1        1  11
       22       1     0        2  11
       22       1     1        1  11
       23       1     0        2  11
       23       1     1        1  11
       24       1     0        2   5
       24       1     1        2   5
       25       1     0        2   5
       25       1     1        2   5
       26       1     0        2   5
       26       1     1        2   5
       27       1     0        2   5
       27       1     1        2   5
       28       1     0        2   5
       28       1     1        2   5
       29       1     0        2   2
       29       1     1        3   2
       30       1     0        2   2
       30       1     1        3   2
       31       1     0        2   2
       31       1     1        4   2
       32       1     0        2   2
       32       1     1        4   2
       33       1     0        3  13
       33       1     1        1  13
       34       1     0        3  13
       34       1     1        1  13
       35       1     0        3  13
       35       1     1        1  13
       36       1     0        3  13
       36       1     1        1  13
       37       1     0        3  13
       37       1     1        1  13
       38       1     0        3  13
       38       1     1        1  13
       39       1     0        3  13
       39       1     1        1  13
       40       1     0        3  13
       40       1     1        1  13
       41       1     0        3  13
       41       1     1        1  13
       42       1     0        3  13
       42       1     1        1  13
       43       1     0        3  13
       43       1     1        1  13
       44       1     0        3  13
       44       1     1        1  13
       45       1     0        3  13
       45       1     1        1  13
       46       1     0        3  23
       46       1     1        2  23
       47       1     0        3  23
       47       1     1        2  23
       48       1     0        3  23
       48       1     1        2  23
       49       1     0        3  23
       49       1     1        2  23
       50       1     0        3  23
       50       1     1        2  23
       51       1     0        3  23
       51       1     1        2  23
       52       1     0        3  23
       52       1     1        2  23
       53       1     0        3  23
       53       1     1        2  23
       54       1     0        3  23
       54       1     1        2  23
       55       1     0        3  23
       55       1     1        2  23
       56       1     0        3  23
       56       1     1        2  23
       57       1     0        3  23
       57       1     1        2  23
       58       1     0        3  23
       58       1     1        2  23
       59       1     0        3  23
       59       1     1        2  23
       60       1     0        3  23
       60       1     1        2  23
       61       1     0        3  23
       61       1     1        2  23
       62       1     0        3  23
       62       1     1        2  23
       63       1     0        3  23
       63       1     1        2  23
       64       1     0        3  23
       64       1     1        2  23
       65       1     0        3  23
       65       1     1        2  23
       66       1     0        3  23
       66       1     1        2  23
       67       1     0        3  23
       67       1     1        2  23
       68       1     0        3  23
       68       1     1        2  23
       69       1     0        3   3
       69       1     1        3   3
       70       1     0        3   3
       70       1     1        3   3
       71       1     0        3   3
       71       1     1        3   3
       72       1     0        3   1
       72       1     1        4   1
       73       1     0        4   9
       73       1     1        1   9
       74       1     0        4   9
       74       1     1        1   9
       75       1     0        4   9
       75       1     1        1   9
       76       1     0        4   9
       76       1     1        1   9
       77       1     0        4   9
       77       1     1        1   9
       78       1     0        4   9
       78       1     1        1   9
       79       1     0        4   9
       79       1     1        1   9
       80       1     0        4   9
       80       1     1        1   9
       81       1     0        4   9
       81       1     1        1   9
       82       1     0        4  17
       82       1     1        2  17
       83       1     0        4  17
       83       1     1        2  17
       84       1     0        4  17
       84       1     1        2  17
       85       1     0        4  17
       85       1     1        2  17
       86       1     0        4  17
       86       1     1        2  17
       87       1     0        4  17
       87       1     1        2  17
       88       1     0        4  17
       88       1     1        2  17
       89       1     0        4  17
       89       1     1        2  17
       90       1     0        4  17
       90       1     1        2  17
       91       1     0        4  17
       91       1     1        2  17
       92       1     0        4  17
       92       1     1        2  17
       93       1     0        4  17
       93       1     1        2  17
       94       1     0        4  17
       94       1     1        2  17
       95       1     0        4  17
       95       1     1        2  17
       96       1     0        4  17
       96       1     1        2  17
       97       1     0        4  17
       97       1     1        2  17
       98       1     0        4  17
       98       1     1        2  17
       99       1     0        4  13
       99       1     1        3  13
      100       1     0        4  13
      100       1     1        3  13
      101       1     0        4  13
      101       1     1        3  13
      102       1     0        4  13
      102       1     1        3  13
      103       1     0        4  13
      103       1     1        3  13
      104       1     0        4  13
      104       1     1        3  13
      105       1     0        4  13
      105       1     1        3  13
      106       1     0        4  13
      106       1     1        3  13
      107       1     0        4  13
      107       1     1        3  13
      108       1     0        4  13
      108       1     1        3  13
      109       1     0        4  13
      109       1     1        3  13
      110       1     0        4  13
      110       1     1        3  13
      111       1     0        4  13
      111       1     1        3  13
      112       1     0        4   8
      112       1     1        4   8
      113       1     0        4   8
      113       1     1        4   8
      114       1     0        4   8
      114       1     1        4   8
      115       1     0        4   8
      115       1     1        4   8
      116       1     0        4   8
      116       1     1        4   8
      117       1     0        4   8
      117       1     1        4   8
      118       1     0        4   8
      118       1     1        4   8
      119       1     0        4   8
      119       1     1        4   8
      120       0     0        1   7
      120       0     1        1   7
      121       0     0        1   7
      121       0     1        1   7
      122       0     0        1   7
      122       0     1        1   7
      123       0     0        1   7
      123       0     1        1   7
      124       0     0        1   7
      124       0     1        1   7
      125       0     0        1   7
      125       0     1        1   7
      126       0     0        1   7
      126       0     1        1   7
      128       0     0        1   4
      128       0     1        2   4
      129       0     0        1   4
      129       0     1        2   4
      130       0     0        1   4
      130       0     1        2   4
      131       0     0        1   4
      131       0     1        2   4
      132       0     0        1   2
      132       0     1        3   2
      133       0     0        1   2
      133       0     1        3   2
