
    DATASETS: This site contains data sets that are not shown completely
    in text examples and exercises. (The numbering refers to the 3rd
    edition, 2013) Thanks to Charles Geyer for pointing out some errors
    in the original posting.

*1. Horseshoe crab data set of Table 4.3*

(Here y is whether a female crab has a satellite (1=yes, 0=no) and
weight is in grams, rather than kg as in the text. Also, color has
values 1-5 with 1=light; there were no crabs of color 1, so in the text,
color was re-coded as color - 1 to give values 1, 2, 3, 4.)


color spine width satell weight y 
      0        1        3 1310
      0        1        1 1311
      0        1        2 1311
      0        1        3 1311
      0        1        1 1312
      0        1        2 1312
      0        1        3 1312
      0        1        1 1313
      0        1        2 1313
      0        1        3 1313
      0        1        1 1314
      0        1        2 1314
      0        1        3 1314
      0        1        1 1315
      0        1        2 1315
      0        1        3 1315
      0        1        1 1316
      0        1        2 1316
      0        1        3 1316
      0        1        1 1317
      0        1        2 1317
      0        1        3 1317
      0        1        1 1318
      0        1        2 1318
      0        1        3 1318
      0        1        1 1319
      0        1        2 1319
      0        1        3 1319
      0        1        1 1320
      0        1        2 1320
      0        1        3 1320
      0        1        1 1321
      0        1        2 1321
      0        1        3 1321
      0        1        1 1322
      0        1        2 1322
      0        1        3 1322
      0        1        1 1323
      0        1        2 1323
      0        1        3 1323
      0        1        1 1324
      0        1        2 1324
      0        1        3 1324
      0        1        1 1325
      0        1        2 1325
      0        1        3 1325
      0        1        1 1326
      0        1        2 1326
      0        1        3 1326
      0        1        1 1327
      0        1        2 1327
      0        1        3 1327
      0        1        1 1328
      0        1        2 1328
      0        1        3 1328
      0        1        1 1329
      0        1        2 1329
      0        1        3 1329
      0        1        1 1330
      0        1        2 1330
      0        1        3 1330
      0        1        1 1331
      0        1        2 1331
      0        1        3 1331
      0        1        1 1332
      0        1        2 1332
      0        1        3 1332
      0        1        1 1333
      0        1        2 1333
      0        1        3 1333
      0        1        1 1334
      0        1        2 1334
      0        1        3 1334
      0        1        1 1335
      0        1        2 1335
      0        1        3 1335
      0        1        1 1336
      0        1        2 1336
      0        1        3 1336
      0        1        1 1337
      0        1        2 1337
      0        1        3 1337
      0        1        1 1338
      0        1        2 1338
      0        1        3 1338
      0        1        1 1339
      0        1        2 1339
      0        1        3 1339
      0        1        1 1340
      0        1        2 1340
      0        1        3 1340
      0        1        1 1341
      0        1        2 1341
      0        1        3 1341
      0        1        1 1342
      0        1        2 1342
      0        1        3 1342
      0        1        1 1343
      0        1        2 1343
      0        1        3 1343
      0        1        1 1344
      0        1        2 1344
      0        1        3 1344
      0        1        1 1345
      0        1        2 1345
      0        1        3 1345
      0        1        1 1346
      0        1        2 1346
      0        1        3 1346
      0        1        1 1347
      0        1        2 1347
      0        1        3 1347
      0        1        1 1348
      0        1        2 1348
      0        1        3 1348
      0        1        1 1349
      0        1        2 1349
      0        1        3 1349
      0        1        1 1350
      0        1        2 1350
      0        1        3 1350
      0        1        1 1351
      0        1        2 1351
      0        1        3 1351
      0        1        1 1352
      0        1        2 1352
      0        1        3 1352
      0        1        1 1353
      0        1        2 1353
      0        1        3 1353
      0        1        1 1354
      0        1        2 1354
      0        1        3 1354
      0        1        1 1355
      0        1        2 1355
      0        1        3 1355
      0        1        1 1356
      0        1        2 1356
      0        1        3 1356
      0        1        1 1357
      0        1        2 1357
      0        1        3 1357
      0        1        1 1358
      0        1        2 1358
      0        1        3 1358
      0        1        1 1359
      0        1        2 1359
      0        1        3 1359
      0        1        1 1360
      0        1        2 1360
      0        1        3 1360
      0        1        1 1361
      0        1        2 1361
      0        1        3 1361
      0        1        1 1362
      0        1        2 1362
      0        1        3 1362
      0        1        1 1363
      0        1        2 1363
      0        1        3 1363
      0        1        1 1364
      0        1        2 1364
      0        1        3 1364
      0        1        1 1365
      0        1        2 1365
      0        1        3 1365
      0        1        1 1366
      0        1        2 1366
      0        1        3 1366
      0        1        1 1367
      0        1        2 1367
      0        1        3 1367
      0        1        1 1368
      0        1        2 1368
      0        1        3 1368
      0        1        1 1369
      0        1        2 1369
      0        1        3 1369
      0        1        1 1370
      0        1        2 1370
      0        1        3 1370
      0        1        1 1371
      0        1        2 1371
      0        1        3 1371
      0        1        1 1372
      0        1        2 1372
      0        1        3 1372
      0        1        1 1373
      0        1        2 1373
      0        1        3 1373
      0        1        1 1374
      0        1        2 1374
      0        1        3 1374
      0        1        1 1375
      0        1        2 1375
      0        1        3 1375
      0        1        1 1376
      0        1        2 1376
      0        1        3 1376
      0        1        1 1377
      0        1        2 1377
      0        1        3 1377
      0        1        1 1378
      0        1        2 1378
      0        1        3 1378
      0        1        1 1379
      0        1        2 1379
      0        1        3 1379
      0        1        1 1380
      0        1        2 1380
      0        0        3 1380
      0        1        1 1381
      0        1        2 1381
      0        0        3 1381
      0        1        1 1382
      0        1        2 1382
      0        0        3 1382
      0        1        1 1383
      0        1        2 1383
      0        0        3 1383
      0        1        1 1384
      0        1        2 1384
      0        0        3 1384
      0        1        1 1385
      0        1        2 1385
      0        0        3 1385
      0        1        1 1386
      0        1        2 1386
      0        0        3 1386
      0        1        1 1387
      0        1        2 1387
      0        0        3 1387
      0        1        1 1388
      0        1        2 1388
      0        0        3 1388
      0        1        1 1389
      0        1        2 1389
      0        0        3 1389
      0        1        1 1390
      0        1        2 1390
      0        0        3 1390
      0        1        1 1391
      0        1        2 1391
      0        0        3 1391
      0        1        1 1392
      0        1        2 1392
      0        0        3 1392
      0        1        1 1393
      0        1        2 1393
      0        0        3 1393
      0        1        1 1394
      0        1        2 1394
      0        0        3 1394
      0        1        1 1395
      0        1        2 1395
      0        0        3 1395
      0        1        1 1396
      0        1        2 1396
      0        0        3 1396
      0        1        1 1397
      0        1        2 1397
      0        0        3 1397
      0        1        1 1398
      0        1        2 1398
      0        0        3 1398
      0        1        1 1399
      0        1        2 1399
      0        0        3 1399
      0        1        1 1400
      0        1        2 1400
      0        0        3 1400
      0        1        1 1401
      0        1        2 1401
      0        0        3 1401
      0        1        1 1402
      0        1        2 1402
      0        0        3 1402
      0        1        1 1403
      0        1        2 1403
      0        0        3 1403
      0        1        1 1404
      0        1        2 1404
      0        0        3 1404
      0        1        1 1405
      0        1        2 1405
      0        0        3 1405
      0        0        1 1406
      0        1        2 1406
      0        1        3 1406
      0        0        1 1407
      0        1        2 1407
      0        1        3 1407
      0        0        1 1408
      0        1        2 1408
      0        1        3 1408
      0        0        1 1409
      0        1        2 1409
      0        1        3 1409
      0        0        1 1410
      0        1        2 1410
      0        1        3 1410
      0        0        1 1411
      0        1        2 1411
      0        1        3 1411
      0        0        1 1412
      0        1        2 1412
      0        0        3 1412
      0        0        1 1413
      0        1        2 1413
      0        0        3 1413
      0        0        1 1414
      0        1        2 1414
      0        0        3 1414
      0        0        1 1415
      0        1        2 1415
      0        0        3 1415
      0        0        1 1416
      0        1        2 1416
      0        0        3 1416
      0        0        1 1417
      0        1        2 1417
      0        0        3 1417
      0        0        1 1418
      0        1        2 1418
      0        0        3 1418
      0        0        1 1419
      0        1        2 1419
      0        0        3 1419
      0        0        1 1420
      0        1        2 1420
      0        0        3 1420
      0        0        1 1421
      0        1        2 1421
      0        0        3 1421
      0        0        1 1422
      0        1        2 1422
      0        0        3 1422
      0        0        1 1423
      0        1        2 1423
      0        0        3 1423
      0        0        1 1424
      0        1        2 1424
      0        0        3 1424
      0        0        1 1425
      0        1        2 1425
      0        0        3 1425
      0        0        1 1426
      0        1        2 1426
      0        0        3 1426
      0        0        1 1427
      0        1        2 1427
      0        0        3 1427
      0        0        1 1428
      0        1        2 1428
      0        0        3 1428
      0        0        1 1429
      0        1        2 1429
      0        0        3 1429
      0        0        1 1430
      0        1        2 1430
      0        0        3 1430
      0        0        1 1431
      0        1        2 1431
      0        0        3 1431
      0        0        1 1432
      0        1        2 1432
      0        0        3 1432
      0        1        1 1433
      0        0        2 1433
      0        1        3 1433
      0        1        1 1434
      0        0        2 1434
      0        1        3 1434
      0        1        1 1435
      0        0        2 1435
      0        1        3 1435
      0        1        1 1436
      0        0        2 1436
      0        1        3 1436
      0        1        1 1437
      0        0        2 1437
      0        1        3 1437
      0        1        1 1438
      0        0        2 1438
      0        1        3 1438
      0        1        1 1439
      0        0        2 1439
      0        1        3 1439
      0        1        1 1440
      0        0        2 1440
      0        1        3 1440
      0        1        1 1441
      0        0        2 1441
      0        1        3 1441
      0        1        1 1442
      0        0        2 1442
      0        1        3 1442
      0        1        1 1443
      0        0        2 1443
      0        1        3 1443
      0        1        1 1444
      0        0        2 1444
      0        0        3 1444
      0        1        1 1445
      0        0        2 1445
      0        0        3 1445
      0        1        1 1446
      0        0        2 1446
      0        0        3 1446
      0        1        1 1447
      0        0        2 1447
      0        0        3 1447
      0        1        1 1448
      0        0        2 1448
      0        0        3 1448
      0        1        1 1449
      0        0        2 1449
      0        0        3 1449
      0        1        1 1450
      0        0        2 1450
      0        0        3 1450
      0        1        1 1451
      0        0        2 1451
      0        0        3 1451
      0        1        1 1452
      0        0        2 1452
      0        0        3 1452
      0        1        1 1453
      0        0        2 1453
      0        0        3 1453
      0        1        1 1454
      0        0        2 1454
      0        0        3 1454
      0        1        1 1455
      0        0        2 1455
      0        0        3 1455
      0        1        1 1456
      0        0        2 1456
      0        0        3 1456
      0        1        1 1457
      0        0        2 1457
      0        0        3 1457
      0        1        1 1458
      0        0        2 1458
      0        0        3 1458
      0        1        1 1459
      0        0        2 1459
      0        0        3 1459
      0        1        1 1460
      0        0        2 1460
      0        0        3 1460
      0        1        1 1461
      0        0        2 1461
      0        0        3 1461
      0        1        1 1462
      0        0        2 1462
      0        0        3 1462
      0        1        1 1463
      0        0        2 1463
      0        0        3 1463
      0        1        1 1464
      0        0        2 1464
      0        0        3 1464
      0        1        1 1465
      0        0        2 1465
      0        0        3 1465
      0        1        1 1466
      0        0        2 1466
      0        0        3 1466
      0        1        1 1467
      0        0        2 1467
      0        0        3 1467
      0        1        1 1468
      0        0        2 1468
      0        0        3 1468
      0        1        1 1469
      0        0        2 1469
      0        0        3 1469
      0        1        1 1470
      0        0        2 1470
      0        0        3 1470
      0        1        1 1471
      0        0        2 1471
      0        0        3 1471
      0        1        1 1472
      0        0        2 1472
      0        0        3 1472
      0        1        1 1473
      0        0        2 1473
      0        0        3 1473
      0        1        1 1474
      0        0        2 1474
      0        0        3 1474
      0        1        1 1475
      0        0        2 1475
      0        0        3 1475
      0        0        1 1476
      0        0        2 1476
      0        1        3 1476
      0        0        1 1477
      0        0        2 1477
      0        1        3 1477
      0        0        1 1478
      0        0        2 1478
      0        1        3 1478
      0        0        1 1479
      0        0        2 1479
      0        1        3 1479
      0        0        1 1480
      0        0        2 1480
      0        1        3 1480
      0        0        1 1481
      0        0        2 1481
      0        1        3 1481
      0        0        1 1482
      0        0        2 1482
      0        1        3 1482
      0        0        1 1483
      0        0        2 1483
      0        1        3 1483
      0        0        1 1484
      0        0        2 1484
      0        1        3 1484
      0        0        1 1485
      0        0        2 1485
      0        1        3 1485
      0        0        1 1486
      0        0        2 1486
      0        1        3 1486
      0        0        1 1487
      0        0        2 1487
      0        1        3 1487
      0        0        1 1488
      0        0        2 1488
      0        1        3 1488
      0        0        1 1489
      0        0        2 1489
      0        1        3 1489
      0        0        1 1490
      0        0        2 1490
      0        1        3 1490
      0        0        1 1491
      0        0        2 1491
      0        1        3 1491
      0        0        1 1492
      0        0        2 1492
      0        1        3 1492
      0        0        1 1493
      0        0        2 1493
      0        1        3 1493
      0        0        1 1494
      0        0        2 1494
      0        1        3 1494
      0        0        1 1495
      0        0        2 1495
      0        0        3 1495
      0        0        1 1496
      0        0        2 1496
      0        0        3 1496
      0        0        1 1497
      0        0        2 1497
      0        0        3 1497
      0        0        1 1498
      0        0        2 1498
      0        0        3 1498
      0        0        1 1499
      0        0        2 1499
      0        0        3 1499
      0        0        1 1500
      0        0        2 1500
      0        0        3 1500
      0        0        1 1501
      0        0        2 1501
      0        0        3 1501
      0        0        1 1502
      0        0        2 1502
      0        0        3 1502
      0        0        1 1503
      0        0        2 1503
      0        0        3 1503
      0        0        1 1504
      0        0        2 1504
      0        0        3 1504
      0        0        1 1505
      0        0        2 1505
      0        0        3 1505
      0        0        1 1506
      0        0        2 1506
      0        0        3 1506
      0        0        1 1507
      0        0        2 1507
      0        0        3 1507
      0        0        1 1508
      0        0        2 1508
      0        0        3 1508
      0        0        1 1509
      0        0        2 1509
      0        0        3 1509
      0        0        1 1510
      0        0        2 1510
      0        0        3 1510
      0        0        1 1511
      0        0        2 1511
      0        0        3 1511
      0        0        1 1512
      0        0        2 1512
      0        0        3 1512
      0        0        1 1513
      0        0        2 1513
      0        0        3 1513
      0        0        1 1514
      0        0        2 1514
      0        0        3 1514
      0        0        1 1515
      0        0        2 1515
      0        0        3 1515
      0        0        1 1516
      0        0        2 1516
      0        0        3 1516
      0        0        1 1517
      0        0        2 1517
      0        0        3 1517
      0        0        1 1518
      0        0        2 1518
      0        0        3 1518
      0        0        1 1519
      0        0        2 1519
      0        0        3 1519
      0        0        1 1520
      0        0        2 1520
      0        0        3 1520
      0        0        1 1521
      0        0        2 1521
      0        0        3 1521
      0        0        1 1522
      0        0        2 1522
      0        0        3 1522
      0        0        1 1523
      0        0        2 1523
      0        0        3 1523
      0        0        1 1524
      0        0        2 1524
      0        0        3 1524
      0        0        1 1525
      0        0        2 1525
      0        0        3 1525
      0        0        1 1526
      0        0        2 1526
      0        0        3 1526
      0        0        1 1527
      0        0        2 1527
      0        0        3 1527
      0        0        1 1528
      0        0        2 1528
      0        0        3 1528
      0        0        1 1529
      0        0        2 1529
      0        0        3 1529
      0        0        1 1530
      0        0        2 1530
      0        0        3 1530
      0        0        1 1531
      0        0        2 1531
      0        0        3 1531
      0        0        1 1532
      0        0        2 1532
      0        0        3 1532
      0        0        1 1533
      0        0        2 1533
      0        0        3 1533
      0        0        1 1534
      0        0        2 1534
      0        0        3 1534
      0        0        1 1535
      0        0        2 1535
      0        0        3 1535
      0        0        1 1536
      0        0        2 1536
      0        0        3 1536
      0        0        1 1537
      0        0        2 1537
      0        0        3 1537
      0        0        1 1538
      0        0        2 1538
      0        0        3 1538
      0        0        1 1539
      0        0        2 1539
      0        0        3 1539
      0        0        1 1540
      0        0        2 1540
      0        0        3 1540
      0        0        1 1541
      0        0        2 1541
      0        0        3 1541
      0        0        1 1542
      0        0        2 1542
      0        0        3 1542
      0        0        1 1543
      0        0        2 1543
      0        0        3 1543
      0        0        1 1544
      0        0        2 1544
      0        0        3 1544
      0        0        1 1545
      0        0        2 1545
      0        0        3 1545
      0        0        1 1546
      0        0        2 1546
      0        0        3 1546
      0        0        1 1547
      0        0        2 1547
      0        0        3 1547
      0        0        1 1548
      0        0        2 1548
      0        0        3 1548
      0        0        1 1549
      0        0        2 1549
      0        0        3 1549
      0        0        1 1550
      0        0        2 1550
      0        0        3 1550
      0        0        1 1551
      0        0        2 1551
      0        0        3 1551
      0        0        1 1552
      0        0        2 1552
      0        0        3 1552
      0        0        1 1553
      0        0        2 1553
      0        0        3 1553
      0        0        1 1554
      0        0        2 1554
      0        0        3 1554
      0        0        1 1555
      0        0        2 1555
      0        0        3 1555
      0        0        1 1556
      0        0        2 1556
      0        0        3 1556
      0        0        1 1557
      0        0        2 1557
      0        0        3 1557
      0        0        1 1558
      0        0        2 1558
      0        0        3 1558
      0        0        1 1559
      0        0        2 1559
      0        0        3 1559
      0        0        1 1560
      0        0        2 1560
      0        0        3 1560
      0        0        1 1561
      0        0        2 1561
      0        0        3 1561
      0        0        1 1562
      0        0        2 1562
      0        0        3 1562
      0        0        1 1563
      0        0        2 1563
      0        0        3 1563
      0        0        1 1564
      0        0        2 1564
      0        0        3 1564
      0        0        1 1565
      0        0        2 1565
      0        0        3 1565
      0        0        1 1566
      0        0        2 1566
      0        0        3 1566
      0        0        1 1567
      0        0        2 1567
      0        0        3 1567
      0        0        1 1568
      0        0        2 1568
      0        0        3 1568
      0        0        1 1569
      0        0        2 1569
      0        0        3 1569
      0        0        1 1570
      0        0        2 1570
      0        0        3 1570
      0        0        1 1571
      0        0        2 1571
      0        0        3 1571
      0        0        1 1572
      0        0        2 1572
      0        0        3 1572
      0        0        1 1573
      0        0        2 1573
      0        0        3 1573
      0        0        1 1574
      0        0        2 1574
      0        0        3 1574
      0        0        1 1575
      0        0        2 1575
      0        0        3 1575
      0        0        1 1576
      0        0        2 1576
      0        0        3 1576
      0        0        1 1577
      0        0        2 1577
      0        0        3 1577
      0        0        1 1578
      0        0        2 1578
      0        0        3 1578
      0        0        1 1579
      0        0        2 1579
      0        0        3 1579
      0        0        1 1580
      0        0        2 1580
      0        0        3 1580
      0        0        1 1581
      0        0        2 1581
      0        0        3 1581
      0        0        1 1582
      0        0        2 1582
      0        0        3 1582
      0        0        1 1583
      0        0        2 1583
      0        0        3 1583
      0        0        1 1584
      0        0        2 1584
      0        0        3 1584
      0        0        1 1585
      0        0        2 1585
      0        0        3 1585
      0        0        1 1586
      0        0        2 1586
      0        0        3 1586
      0        0        1 1587
      0        0        2 1587
      0        0        3 1587
      0        0        1 1588
      0        0        2 1588
      0        0        3 1588
      0        0        1 1589
      0        0        2 1589
      0        0        3 1589
      0        0        1 1590
      0        0        2 1590
      0        0        3 1590
      0        0        1 1591
      0        0        2 1591
      0        0        3 1591
      0        0        1 1592
      0        0        2 1592
      0        0        3 1592
      0        0        1 1593
      0        0        2 1593
      0        0        3 1593
      0        0        1 1594
      0        0        2 1594
      0        0        3 1594
      0        0        1 1595
      0        0        2 1595
      0        0        3 1595
      0        0        1 1596
      0        0        2 1596
      0        0        3 1596
      0        0        1 1597
      0        0        2 1597
      0        0        3 1597
      0        0        1 1598
      0        0        2 1598
      0        0        3 1598
      0        0        1 1599
      0        0        2 1599
      0        0        3 1599
      0        0        1 1600
      0        0        2 1600
      0        0        3 1600
      0        0        1 1601
      0        0        2 1601
      0        0        3 1601
      0        0        1 1602
      0        0        2 1602
      0        0        3 1602
      0        0        1 1603
      0        0        2 1603
      0        0        3 1603
      0        0        1 1604
      0        0        2 1604
      0        0        3 1604
      0        0        1 1605
      0        0        2 1605
      0        0        3 1605
      0        0        1 1606
      0        0        2 1606
      0        0        3 1606
      0        0        1 1607
      0        0        2 1607
      0        0        3 1607
      0        0        1 1608
      0        0        2 1608
      0        0        3 1608
      0        0        1 1609
      0        0        2 1609
      0        0        3 1609
      0        0        1 1610
      0        0        2 1610
      0        0        3 1610
      0        0        1 1611
      0        0        2 1611
      0        0        3 1611
      0        0        1 1612
      0        0        2 1612
      0        0        3 1612
      0        0        1 1613
      0        0        2 1613
      0        0        3 1613
      0        0        1 1614
      0        0        2 1614
      0        0        3 1614
      0        0        1 1615
      0        0        2 1615
      0        0        3 1615
      0        0        1 1616
      0        0        2 1616
      0        0        3 1616
      0        0        1 1617
      0        0        2 1617
      0        0        3 1617
      0        0        1 1618
      0        0        2 1618
      0        0        3 1618
      0        0        1 1619
      0        0        2 1619
      0        0        3 1619
      0        0        1 1620
      0        0        2 1620
      0        0        3 1620
      0        0        1 1621
      0        0        2 1621
      0        0        3 1621
      0        0        1 1622
      0        0        2 1622
      0        0        3 1622
      0        0        1 1623
      0        0        2 1623
      0        0        3 1623
      0        0        1 1624
      0        0        2 1624
      0        0        3 1624
      0        0        1 1625
      0        0        2 1625
      0        0        3 1625
      0        0        1 1626
      0        0        2 1626
      0        0        3 1626
      0        0        1 1627
      0        0        2 1627
      0        0        3 1627
      0        0        1 1628
      0        0        2 1628
      0        0        3 1628
      0        0        1 1629
      0        0        2 1629
      0        0        3 1629
      0        0        1 1630
      0        0        2 1630
      0        0        3 1630
      0        0        1 1631
      0        0        2 1631
      0        0        3 1631
      0        0        1 1632
      0        0        2 1632
      0        0        3 1632
      0        0        1 1633
      0        0        2 1633
      0        0        3 1633
      0        0        1 1634
      0        0        2 1634
      0        0        3 1634
      0        0        1 1635
      0        0        2 1635
      0        0        3 1635
      0        0        1 1636
      0        0        2 1636
      0        0        3 1636
      0        0        1 1637
      0        0        2 1637
      0        0        3 1637
      0        0        1 1638
      0        0        2 1638
      0        0        3 1638
      0        0        1 1639
      0        0        2 1639
      0        0        3 1639
      0        0        1 1640
      0        0        2 1640
      0        0        3 1640
      0        0        1 1641
      0        0        2 1641
      0        0        3 1641
      0        0        1 1642
      0        0        2 1642
      0        0        3 1642
      0        0        1 1643
      0        0        2 1643
      0        0        3 1643
      0        0        1 1644
      0        0        2 1644
      0        0        3 1644
      0        0        1 1645
      0        0        2 1645
      0        0        3 1645
      0        0        1 1646
      0        0        2 1646
      0        0        3 1646
      0        0        1 1647
      0        0        2 1647
      0        0        3 1647
      0        0        1 1648
      0        0        2 1648
      0        0        3 1648
      0        0        1 1649
      0        0        2 1649
      0        0        3 1649
      0        0        1 1650
      0        0        2 1650
      0        0        3 1650
      0        0        1 1651
      0        0        2 1651
      0        0        3 1651
      0        0        1 1652
      0        0        2 1652
      0        0        3 1652
      0        0        1 1653
      0        0        2 1653
      0        0        3 1653
      0        0        1 1654
      0        0        2 1654
      0        0        3 1654
      0        0        1 1655
      0        0        2 1655
      0        0        3 1655
      0        0        1 1656
      0        0        2 1656
      0        0        3 1656
      0        0        1 1657
      0        0        2 1657
      0        0        3 1657
      0        0        1 1658
      0        0        2 1658
      0        0        3 1658
      0        0        1 1659
      0        0        2 1659
      0        0        3 1659
      0        0        1 1660
      0        0        2 1660
      0        0        3 1660
      0        0        1 1661
      0        0        2 1661
      0        0        3 1661
      0        0        1 1662
      0        0        2 1662
      0        0        3 1662
      0        0        1 1663
      0        0        2 1663
      0        0        3 1663
      0        0        1 1664
      0        0        2 1664
      0        0        3 1664
      0        0        1 1665
      0        0        2 1665
      0        0        3 1665
      0        0        1 1666
      0        0        2 1666
      0        0        3 1666
      0        0        1 1667
      0        0        2 1667
      0        0        3 1667
      0        0        1 1668
      0        0        2 1668
      0        0        3 1668
      0        0        1 1669
      0        0        2 1669
      0        0        3 1669
      0        0        1 1670
      0        0        2 1670
      0        0        3 1670
      0        0        1 1671
      0        0        2 1671
      0        0        3 1671
      0        0        1 1672
      0        0        2 1672
      0        0        3 1672
      0        0        1 1673
      0        0        2 1673
      0        0        3 1673
      0        0        1 1674
      0        0        2 1674
      0        0        3 1674
      0        0        1 1675
      0        0        2 1675
      0        0        3 1675
      0        0        1 1676
      0        0        2 1676
      0        0        3 1676
      0        0        1 1677
      0        0        2 1677
      0        0        3 1677
      0        0        1 1678
      0        0        2 1678
      0        0        3 1678
      0        0        1 1679
      0        0        2 1679
      0        0        3 1679
      0        0        1 1680
      0        0        2 1680
      0        0        3 1680
      0        0        1 1681
      0        0        2 1681
      0        0        3 1681
      0        0        1 1682
      0        0        2 1682
      0        0        3 1682
      0        0        1 1683
      0        0        2 1683
      0        0        3 1683
      0        0        1 1684
      0        0        2 1684
      0        0        3 1684
      0        0        1 1685
      0        0        2 1685
      0        0        3 1685
      0        0        1 1686
      0        0        2 1686
      0        0        3 1686
      0        0        1 1687
      0        0        2 1687
      0        0        3 1687
      0        0        1 1688
      0        0        2 1688
      0        0        3 1688
      0        0        1 1689
      0        0        2 1689
      0        0        3 1689
      0        0        1 1690
      0        0        2 1690
      0        0        3 1690
      0        0        1 1691
      0        0        2 1691
      0        0        3 1691
      0        0        1 1692
      0        0        2 1692
      0        0        3 1692
      0        0        1 1693
      0        0        2 1693
      0        0        3 1693
      0        0        1 1694
      0        0        2 1694
      0        0        3 1694
      0        0        1 1695
      0        0        2 1695
      0        0        3 1695
      0        0        1 1696
      0        0        2 1696
      0        0        3 1696
      0        0        1 1697
      0        0        2 1697
      0        0        3 1697
      0        0        1 1698
      0        0        2 1698
      0        0        3 1698
      0        0        1 1699
      0        0        2 1699
      0        0        3 1699
      0        0        1 1700
      0        0        2 1700
      0        0        3 1700
      0        0        1 1701
      0        0        2 1701
      0        0        3 1701
      0        0        1 1702
      0        0        2 1702
      0        0        3 1702
      0        0        1 1703
      0        0        2 1703
      0        0        3 1703
      0        0        1 1704
      0        0        2 1704
      0        0        3 1704
      0        0        1 1705
      0        0        2 1705
      0        0        3 1705
      0        0        1 1706
      0        0        2 1706
      0        0        3 1706
      0        0        1 1707
      0        0        2 1707
      0        0        3 1707
      0        0        1 1708
      0        0        2 1708
      0        0        3 1708
      0        0        1 1709
      0        0        2 1709
      0        0        3 1709
      0        0        1 1710
      0        0        2 1710
      0        0        3 1710
      0        0        1 1711
      0        0        2 1711
      0        0        3 1711
      0        0        1 1712
      0        0        2 1712
      0        0        3 1712
      0        0        1 1713
      0        0        2 1713
      0        0        3 1713
      0        0        1 1714
      0        0        2 1714
      0        0        3 1714
      0        0        1 1715
      0        0        2 1715
      0        0        3 1715
      0        0        1 1716
      0        0        2 1716
      0        0        3 1716
      0        0        1 1717
      0        0        2 1717
      0        0        3 1717
      0        0        1 1718
      0        0        2 1718
      0        0        3 1718
      0        0        1 1719
      0        0        2 1719
      0        0        3 1719
      0        0        1 1720
      0        0        2 1720
      0        0        3 1720
      0        0        1 1721
      0        0        2 1721
      0        0        3 1721
      0        0        1 1722
      0        0        2 1722
      0        0        3 1722
      0        0        1 1723
      0        0        2 1723
      0        0        3 1723
      0        0        1 1724
      0        0        2 1724
      0        0        3 1724
      0        0        1 1725
      0        0        2 1725
      0        0        3 1725
      0        0        1 1726
      0        0        2 1726
      0        0        3 1726
      0        0        1 1727
      0        0        2 1727
      0        0        3 1727
      0        0        1 1728
      0        0        2 1728
      0        0        3 1728
      0        0        1 1729
      0        0        2 1729
      0        0        3 1729
      0        0        1 1730
      0        0        2 1730
      0        0        3 1730
      0        0        1 1731
      0        0        2 1731
      0        0        3 1731
      0        0        1 1732
      0        0        2 1732
      0        0        3 1732
      0        0        1 1733
      0        0        2 1733
      0        0        3 1733
      0        0        1 1734
      0        0        2 1734
      0        0        3 1734
      0        0        1 1735
      0        0        2 1735
      0        0        3 1735
      0        0        1 1736
      0        0        2 1736
      0        0        3 1736
      0        0        1 1737
      0        0        2 1737
      0        0        3 1737
      0        0        1 1738
      0        0        2 1738
      0        0        3 1738
      0        0        1 1739
      0        0        2 1739
      0        0        3 1739
      0        0        1 1740
      0        0        2 1740
      0        0        3 1740
      0        0        1 1741
      0        0        2 1741
      0        0        3 1741
      0        0        1 1742
      0        0        2 1742
      0        0        3 1742
      0        0        1 1743
      0        0        2 1743
      0        0        3 1743
      0        0        1 1744
      0        0        2 1744
      0        0        3 1744
      0        0        1 1745
      0        0        2 1745
      0        0        3 1745
      0        0        1 1746
      0        0        2 1746
      0        0        3 1746
      0        0        1 1747
      0        0        2 1747
      0        0        3 1747
      0        0        1 1748
      0        0        2 1748
      0        0        3 1748
      0        0        1 1749
      0        0        2 1749
      0        0        3 1749
      0        0        1 1750
      0        0        2 1750
      0        0        3 1750
      0        0        1 1751
      0        0        2 1751
      0        0        3 1751
      0        0        1 1752
      0        0        2 1752
      0        0        3 1752
      0        0        1 1753
      0        0        2 1753
      0        0        3 1753
      0        0        1 1754
      0        0        2 1754
      0        0        3 1754
      0        0        1 1755
      0        0        2 1755
      0        0        3 1755
      0        0        1 1756
      0        0        2 1756
      0        0        3 1756
      0        0        1 1757
      0        0        2 1757
      0        0        3 1757
      0        0        1 1758
      0        0        2 1758
      0        0        3 1758
      0        0        1 1759
      0        0        2 1759
      0        0        3 1759
      0        0        1 1760
      0        0        2 1760
      0        0        3 1760
      0        0        1 1761
      0        0        2 1761
      0        0        3 1761
      0        0        1 1762
      0        0        2 1762
      0        0        3 1762
      0        0        1 1763
      0        0        2 1763
      0        0        3 1763
      0        0        1 1764
      0        0        2 1764
      0        0        3 1764
      0        0        1 1765
      0        0        2 1765
      0        0        3 1765
      0        0        1 1766
      0        0        2 1766
      0        0        3 1766
      0        0        1 1767
      0        0        2 1767
      0        0        3 1767
      0        0        1 1768
      0        0        2 1768
      0        0        3 1768
      0        0        1 1769
      0        0        2 1769
